Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,Pos2,stats_id,value_id
2467,Xherdan Shaqiri,SUI,3,Lyon,Ligue 1,30.0,11,9,679,0.27,1.73,0.67,38.5,0.15,20.4,0.4,0.0,0.0,35.3,76.6,89.3,82.4,54.2,0.4,2.4,0.27,46.1,0.53,6.53,3.07,2.4,3.87,36.7,8.13,1.6,3.47,0.4,0.0,0.67,0.27,0.27,20.0,8.93,0.53,0.0,0.0,0.4,1.33,0.53,6.27,23.9,28.4,0.93,1.73,53.8,39.1,160.1,78.8,1.87,40.8,79.7,0.0,0.0,0.0,1.07,0.4,0.4,2.4,0.0,0.0,0.13,0.27,33.3,MF,2467,2467
2468,Luke Shaw,ENG,1,Manchester Utd,Premier League,26.0,20,19,1601,0.0,0.34,0.06,16.7,0.0,23.6,0.0,0.0,0.0,52.7,80.0,90.9,84.1,51.1,0.17,0.96,0.34,65.8,0.79,8.2,2.42,2.47,3.03,50.7,3.26,2.02,3.6,0.34,0.51,0.56,0.17,0.67,50.0,10.7,2.25,0.62,0.0,0.84,2.08,3.43,17.9,35.6,26.6,0.56,1.35,41.7,45.6,245.8,141.7,0.56,46.7,91.1,0.45,0.0,0.0,1.97,1.01,0.11,2.47,0.06,0.0,1.24,1.12,52.4,,2468,2468
2469,Jonjo Shelvey,ENG,2,Newcastle Utd,Premier League,30.0,24,22,1983,0.09,1.32,0.64,48.3,0.07,26.3,0.27,0.0,0.0,33.3,80.2,90.8,85.4,67.5,0.05,0.45,0.0,41.5,1.45,5.45,3.36,0.59,1.23,4.55,35.3,0.86,1.91,0.09,0.55,0.64,0.09,0.45,31.3,13.0,1.27,0.32,0.0,1.59,2.86,2.59,15.6,28.0,8.68,0.41,0.55,75.0,29.3,129.5,50.2,0.41,29.4,93.5,0.32,0.05,0.05,0.91,0.5,0.0,0.59,0.0,0.0,0.59,0.64,48.1,,2469,2469
2470,Aimar Sher,SWE,2,Spezia,Serie A,19.0,1,0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,94.7,100.0,100.0,100.0,0.0,2.0,0.0,38.0,0.0,10.0,0.0,0.0,0.0,4.0,30.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,2.0,6.0,2.0,10.0,36.0,10.0,0.0,0.0,0.0,24.0,92.0,46.0,2.0,24.0,92.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,75.0,,2470,2470
2471,Eldor Shomurodov,UZB,3,Roma,Serie A,26.0,28,5,784,0.34,3.56,1.26,35.5,0.1,12.1,0.0,0.0,0.0,18.3,68.5,73.6,70.5,63.2,0.46,0.92,0.34,26.7,0.0,7.47,0.23,1.49,0.11,3.79,17.7,1.38,3.56,0.69,0.0,0.57,0.23,0.0,0.0,22.1,0.69,0.0,0.0,0.69,1.49,0.46,3.45,16.1,23.7,0.23,1.61,14.3,23.8,158.6,99.8,2.07,30.2,65.1,0.23,0.0,0.0,2.18,0.8,0.46,1.49,0.0,0.0,3.22,4.6,41.2,MF,2471,2471
2472,Shola Shoretire,ENG,3,Manchester Utd,Premier League,18.0,1,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,20.0,0.0,0.0,0.0,15.0,100.0,10.0,0.0,20.0,66.7,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,2472,2472
2473,Mahame Siby,MLI,2,Strasbourg,Ligue 1,25.0,2,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,66.7,100.0,50.0,50.0,0.0,0.0,0.0,30.0,0.0,0.0,5.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,10.0,0.0,0.0,0.0,20.0,70.0,50.0,0.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,2473,2473
2474,Aboubakar Sidibé,FRA,3,Clermont Foot,Ligue 1,26.0,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,75.0,100.0,100.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,590.0,460.0,0.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2474,2474
2475,Alassane Sidibe,CIV,3,Atalanta,Serie A,19.0,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,66.7,100.0,100.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2475,2475
2476,Djibril Sidibé,FRA,1,Monaco,Ligue 1,29.0,17,12,949,0.0,0.38,0.1,25.0,0.0,22.5,0.1,0.0,0.0,56.8,79.4,89.8,85.1,52.2,0.0,1.24,0.67,71.5,1.24,5.9,1.81,1.71,0.19,5.52,53.0,3.05,1.33,0.1,1.33,0.95,0.19,0.67,30.4,13.0,1.24,0.1,0.0,2.38,4.86,2.29,20.3,47.4,19.5,0.19,0.48,40.0,46.6,249.7,141.2,0.95,52.6,94.4,0.57,0.0,0.0,1.71,0.95,0.0,1.71,0.1,0.0,1.52,0.48,76.2,,2476,2476
2477,Kaj Sierhuis,NED,3,Reims,Ligue 1,24.0,2,1,80,0.0,2.22,0.0,0.0,0.0,19.0,0.0,0.0,0.0,24.4,81.5,78.6,100.0,66.7,0.0,1.11,0.0,30.0,0.0,12.2,1.11,0.0,0.0,2.22,20.0,1.11,3.33,0.0,1.11,0.0,0.0,1.11,100.0,10.0,0.0,0.0,0.0,0.0,1.11,1.11,4.44,13.3,20.0,0.0,1.11,0.0,18.9,115.6,82.2,0.0,28.9,61.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,,2477,2477
2478,Francisco Sierralta,CHI,1,Watford,Premier League,25.0,5,5,427,0.0,0.21,0.21,100.0,0.0,9.0,0.0,0.0,0.0,30.4,84.6,90.9,94.4,66.7,0.0,0.0,0.0,36.0,1.06,3.62,1.06,0.0,0.0,3.62,29.1,0.0,0.21,0.0,1.28,0.0,0.0,1.06,62.5,5.11,1.91,0.43,0.0,2.98,4.26,14.0,40.6,13.2,0.43,0.21,0.21,100.0,25.7,111.1,53.4,0.21,27.9,97.8,0.0,0.0,0.0,1.06,0.43,0.0,0.0,0.0,0.21,3.83,0.85,81.8,,2478,2478
2479,Arnór Sigur?sson,ISL,2,Venezia,Serie A,23.0,9,0,183,0.0,0.5,0.0,0.0,0.0,9.0,0.0,0.0,0.0,19.5,78.0,80.0,92.9,25.0,0.0,0.5,0.0,25.0,0.0,2.0,0.0,1.5,0.5,1.5,22.0,1.0,2.0,0.0,0.0,0.5,0.0,0.5,33.3,18.5,2.0,0.0,0.0,0.5,1.0,0.0,4.5,15.5,21.0,2.0,4.0,50.0,29.0,147.0,63.0,4.0,25.0,82.0,0.0,0.0,0.0,2.0,0.5,0.0,1.5,0.0,0.0,0.0,3.0,0.0,FW,2479,2479
2480,Kiliann Sildillia,FRA,1,Freiburg,Bundesliga,20.0,7,1,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,64.1,80.8,68.4,50.0,0.0,0.53,0.53,48.4,1.05,4.21,1.05,1.58,0.0,4.74,32.6,1.05,2.11,0.53,1.05,1.58,0.0,1.05,50.0,18.4,2.63,0.0,0.0,1.58,4.21,9.47,24.2,27.4,14.2,0.0,0.53,0.0,28.4,134.7,78.4,0.0,24.2,86.8,0.53,0.0,0.0,1.05,1.05,0.0,1.58,0.0,0.0,0.53,2.63,16.7,,2480,2480
2481,Adrien Silva,POR,2,Sampdoria,Serie A,33.0,17,12,1083,0.0,0.67,0.17,25.0,0.0,24.1,0.0,0.0,0.0,42.8,85.0,85.4,92.0,76.7,0.08,0.5,0.17,50.4,2.17,7.92,2.0,0.33,0.0,8.67,37.8,1.75,1.58,0.08,1.5,1.0,0.42,1.08,40.6,19.5,1.75,0.42,0.0,2.67,5.58,3.5,17.8,38.6,9.42,0.75,1.5,50.0,38.6,154.0,81.3,1.17,37.2,94.5,0.25,0.08,0.0,1.5,1.42,0.0,0.33,0.0,0.0,1.33,1.5,47.1,,2481,2481
2482,André Silva,POR,3,RB Leipzig,Bundesliga,26.0,33,24,2076,0.48,2.34,1.0,42.6,0.15,11.1,0.0,0.13,0.13,18.0,74.1,78.0,76.3,52.0,0.13,1.08,0.13,24.2,0.04,8.61,0.13,0.61,0.0,2.42,17.9,1.43,2.03,0.65,0.09,0.22,0.3,0.09,14.3,13.3,1.08,0.09,0.0,0.3,0.91,0.87,2.34,17.1,20.3,0.87,2.55,33.9,25.8,88.3,39.6,2.21,28.5,57.2,0.04,0.0,0.0,1.13,1.47,0.69,0.61,0.0,0.0,2.08,3.42,37.8,,2482,2482
2483,Bernardo Silva,POR,2,Manchester City,Premier League,27.0,35,33,2857,0.25,1.48,0.6,40.4,0.17,12.4,0.0,0.0,0.0,53.6,88.4,93.7,89.2,73.1,0.13,1.32,0.28,60.6,0.73,7.92,0.79,2.05,0.44,53.2,5.08,1.32,4.01,0.41,0.66,0.63,0.35,0.82,38.8,15.1,1.04,0.09,0.0,1.01,2.65,1.58,10.1,34.4,32.3,1.61,2.78,58.0,54.4,324.0,185.7,1.07,55.8,88.6,0.19,0.0,0.0,1.14,1.17,0.28,2.05,0.0,0.0,0.44,0.6,42.4,FW,2483,2483
2484,Caio Henrique Oliveira Silva,BRA,1,Monaco,Ligue 1,24.0,34,31,2662,0.07,0.64,0.2,31.6,0.11,21.3,0.14,0.0,0.0,48.1,76.0,89.9,80.7,43.6,0.27,1.42,0.3,63.4,1.99,6.86,1.05,2.97,1.25,48.1,4.7,2.36,2.8,0.41,0.88,0.64,0.14,0.84,44.6,11.2,1.49,0.2,0.0,1.96,3.61,2.67,19.0,34.4,24.1,0.44,1.28,34.2,44.1,243.5,152.0,0.51,43.9,89.7,0.17,0.0,0.0,0.64,0.71,0.07,2.97,0.0,0.0,0.44,0.98,31.0,,2484,2484
2485,David Silva,ESP,2,Real Sociedad,La Liga,36.0,25,22,1720,0.1,1.1,0.31,28.6,0.1,15.9,0.0,0.0,0.0,47.8,87.5,90.2,90.0,79.6,0.21,2.25,0.26,54.6,0.94,9.11,0.89,1.26,0.79,45.7,6.7,1.31,4.76,0.58,0.58,0.94,0.21,0.26,22.7,16.6,1.05,0.21,0.0,0.73,2.46,1.05,7.91,34.7,27.2,1.1,2.25,48.8,50.1,253.6,115.7,1.31,50.5,89.2,0.21,0.05,0.0,1.47,1.99,0.16,1.26,0.05,0.0,0.58,1.15,33.3,,2485,2485
2486,Fábio Silva,POR,3,Wolves,Premier League,19.0,22,6,572,0.0,2.97,0.78,26.3,0.0,13.2,0.0,0.0,0.0,14.5,70.5,81.3,69.7,57.1,0.0,0.94,0.0,20.6,0.0,5.31,0.31,0.63,0.0,1.09,17.0,1.72,2.5,0.16,0.0,0.47,0.47,0.16,16.7,23.3,0.16,0.0,0.0,0.63,1.56,0.16,1.56,17.2,18.1,0.78,3.28,23.8,22.2,135.2,85.6,2.66,23.4,48.1,0.0,0.0,0.0,2.19,1.25,0.63,0.63,0.0,0.0,2.19,5.63,28.0,,2486,2486
2487,Gabriel Silva,BRA,1,Saint-Étienne,Ligue 1,31.0,13,9,713,0.0,0.13,0.0,0.0,0.0,16.8,0.0,0.0,0.0,31.3,72.2,82.2,80.5,45.6,0.0,0.13,0.0,43.3,0.89,4.43,0.63,0.51,0.0,20.4,7.47,1.9,0.51,0.0,0.76,0.63,0.13,0.76,54.5,12.5,2.91,0.51,0.0,1.77,3.29,3.04,17.5,30.8,8.99,0.0,0.51,0.0,25.1,108.6,60.5,0.89,25.3,84.0,0.13,0.0,0.0,1.14,2.03,0.0,0.51,0.0,0.0,1.52,1.39,52.2,,2487,2487
2488,Jonathan Silva,ARG,1,Getafe,La Liga,27.0,9,1,226,0.0,0.4,0.4,100.0,0.0,20.9,0.0,0.0,0.0,26.0,67.0,81.1,79.4,37.5,0.0,1.2,0.8,38.8,0.4,4.4,0.4,2.0,0.0,31.2,1.2,2.4,1.2,0.0,1.6,0.8,0.8,0.8,25.0,23.6,3.2,0.0,0.0,2.0,5.2,2.4,17.6,21.6,17.2,0.4,0.8,50.0,29.6,149.2,99.2,1.2,30.0,86.2,1.6,0.0,0.0,3.6,2.0,0.0,2.0,0.0,0.0,0.4,1.6,20.0,MF,2488,2488
2489,Rui Silva,POR,4,Betis,La Liga,28.0,22,21,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,71.1,97.6,97.9,49.8,0.0,0.0,0.0,33.2,3.85,1.56,0.5,0.0,0.0,18.5,8.81,0.6,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,31.1,35.5,0.23,0.05,0.0,0.0,0.0,15.4,73.3,33.8,0.05,13.6,99.7,0.09,0.0,0.0,0.05,0.14,0.0,0.0,0.05,0.0,0.0,0.0,0.0,,2489,2489
2490,Thiago Silva,BRA,1,Chelsea,Premier League,37.0,32,28,2650,0.1,0.61,0.17,27.8,0.17,10.7,0.0,0.0,0.0,79.8,92.9,96.7,96.3,81.4,0.0,0.54,0.0,85.9,1.63,6.84,1.56,0.03,0.0,7.59,73.6,0.99,0.88,0.03,0.61,0.51,0.1,0.37,44.0,5.88,2.21,1.05,0.1,2.21,3.44,13.3,45.3,54.7,2.76,0.14,0.2,66.7,66.1,385.6,235.7,0.1,72.1,98.3,0.07,0.0,0.0,0.44,0.51,0.03,0.03,0.0,0.0,2.31,1.09,68.0,,2490,2490
2491,Marco Silvestri,ITA,4,Udinese,Serie A,31.0,35,35,3150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,67.4,98.5,99.6,44.1,0.0,0.0,0.0,27.0,2.6,1.66,0.37,0.0,0.0,2.03,20.6,0.26,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,27.3,29.3,0.0,0.0,0.0,0.0,0.0,11.4,58.4,36.9,0.0,11.6,99.8,0.03,0.0,0.0,0.03,0.23,0.0,0.0,0.03,0.0,0.0,0.0,0.0,,2491,2491
2492,Mohamed Simakan,FRA,1,RB Leipzig,Bundesliga,22.0,28,23,2009,0.04,0.54,0.13,25.0,0.08,11.4,0.0,0.0,0.0,54.1,88.0,91.5,94.2,65.3,0.0,0.31,0.09,61.5,1.48,7.35,0.72,0.18,0.0,5.52,51.1,1.17,0.67,0.09,1.21,0.63,0.18,0.72,51.6,11.3,1.26,0.54,0.0,2.33,4.35,7.76,34.3,37.1,5.11,0.67,0.9,75.0,49.8,255.4,119.7,0.58,48.9,98.8,0.22,0.0,0.0,1.17,1.66,0.0,0.18,0.0,0.0,2.96,1.03,74.2,,2492,2492
2493,Giovanni Simeone,ARG,3,Hellas Verona,Serie A,26.0,35,32,2653,0.58,2.41,1.12,46.5,0.24,13.8,0.0,0.0,0.03,16.6,71.0,77.8,70.3,64.6,0.17,0.51,0.14,23.4,0.0,7.19,0.47,0.81,0.0,2.51,17.2,1.29,1.83,0.24,0.27,0.41,0.37,0.2,23.1,18.4,1.36,0.17,0.0,0.2,1.25,1.08,3.73,18.0,19.6,0.92,2.34,39.1,26.5,113.6,43.0,3.08,29.3,58.5,0.27,0.0,0.0,2.1,2.2,1.15,0.81,0.0,0.0,2.03,4.78,29.9,,2493,2493
2494,Giovanni Simeone,ARG,3,Cagliari,Serie A,26.0,1,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,66.7,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,20.0,280.0,40.0,0.0,40.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2494,2494
2495,Giuliano Simeone,ARG,1,Atlético Madrid,La Liga,19.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.7,0.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2495,2495
2496,Ellis Simms,ENG,3,Everton,Premier League,21.0,1,1,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,53.3,60.0,40.0,0.0,0.0,0.0,0.0,21.4,0.0,10.0,0.0,0.0,0.0,2.86,8.57,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,14.3,2.86,1.43,0.0,0.0,0.0,2.86,5.71,17.1,4.29,0.0,0.0,0.0,11.4,8.57,1.43,1.43,18.6,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,5.71,42.9,,2496,2496
2497,Moses Simon,NGA,3,Nantes,Ligue 1,26.0,30,29,2332,0.23,1.58,0.54,34.1,0.15,16.3,0.08,0.0,0.0,20.5,64.8,82.0,68.4,39.4,0.31,1.39,0.77,31.7,1.39,5.87,2.12,4.13,3.13,5.71,23.4,1.47,3.75,0.42,0.19,0.35,0.35,0.35,47.4,11.3,0.97,0.15,0.0,0.77,1.66,0.39,3.9,15.6,28.6,1.51,3.51,42.9,32.3,218.0,144.5,2.51,30.5,70.4,0.12,0.0,0.0,0.54,1.16,0.15,4.13,0.0,0.0,0.58,0.97,37.5,MF,2497,2497
2498,Unai Simón,ESP,4,Athletic Club,La Liga,24.0,34,34,3060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,72.8,98.3,98.7,50.0,0.0,0.03,0.0,27.4,1.94,1.26,0.62,0.0,0.0,2.29,18.8,0.24,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,25.0,28.7,0.21,0.0,0.0,0.0,0.0,13.2,60.5,29.8,0.0,10.5,99.2,0.09,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.03,0.0,0.0,0.0,,2498,2498
2499,Xavi Simons,NED,3,Paris S-G,Ligue 1,19.0,6,1,132,0.0,1.33,0.0,0.0,0.0,12.1,0.0,0.0,0.0,33.3,84.7,89.7,76.9,100.0,0.0,0.67,0.0,39.3,0.0,6.0,0.67,0.67,0.0,1.33,36.7,2.67,1.33,0.0,0.0,0.67,0.0,0.67,100.0,20.7,1.33,0.0,0.0,0.67,1.33,0.0,6.67,23.3,26.7,0.0,1.33,0.0,38.7,206.7,128.0,2.0,43.3,92.9,0.67,0.0,0.0,1.33,2.67,0.0,0.67,0.0,0.0,1.33,1.33,50.0,MF,2499,2499
2500,Wilfried Singo,CIV,1,Torino,Serie A,21.0,35,32,2607,0.1,1.41,0.24,17.1,0.07,14.8,0.0,0.0,0.0,37.2,76.9,87.3,80.1,54.8,0.14,1.28,0.52,48.4,0.45,5.45,0.83,2.28,0.0,3.38,33.4,1.86,1.83,0.21,0.86,0.66,0.28,0.72,65.6,12.1,1.34,0.21,0.0,1.31,3.1,2.38,11.8,29.5,24.7,1.41,2.97,47.7,39.4,196.9,107.6,1.38,36.8,87.7,0.17,0.03,0.0,1.66,2.21,0.28,2.28,0.0,0.0,2.0,1.21,62.4,,2500,2500
2501,Daley Sinkgraven,NED,1,Leverkusen,Bundesliga,26.0,12,3,351,0.0,0.26,0.26,100.0,0.0,11.7,0.0,0.0,0.0,42.6,80.2,90.4,81.0,56.8,0.0,1.03,0.26,53.1,0.51,6.41,0.51,1.28,0.0,34.1,7.44,0.77,1.03,0.0,1.03,0.51,0.0,0.51,40.0,9.23,1.54,0.26,0.0,2.31,3.85,2.82,19.2,34.1,13.1,1.28,2.05,62.5,40.5,255.4,109.0,1.03,38.5,92.6,0.0,0.0,0.0,0.0,1.03,0.0,1.28,0.0,0.0,0.77,1.79,30.0,,2501,2501
2502,Tobias Sippel,GER,4,M'Gladbach,Bundesliga,34.0,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,83.0,100.0,94.7,70.8,0.0,0.0,0.0,47.0,2.0,6.0,2.0,0.0,0.0,5.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,48.0,0.0,0.0,0.0,0.0,0.0,33.0,95.0,66.0,0.0,29.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2502,2502
2503,Hugo Siquet,BEL,1,Freiburg,Bundesliga,19.0,1,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,81.3,83.3,87.5,50.0,0.0,0.0,0.0,80.0,0.0,20.0,10.0,5.0,0.0,25.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,35.0,40.0,0.0,0.0,0.0,50.0,260.0,210.0,0.0,70.0,100.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,2503,2503
2504,Salvatore Sirigu,ITA,4,Genoa,Serie A,35.0,37,37,3330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,64.9,99.2,98.5,48.2,0.0,0.0,0.0,32.5,3.11,2.19,0.78,0.0,0.0,1.54,25.5,0.49,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,30.3,34.8,0.11,0.0,0.0,0.0,0.0,15.5,66.5,39.4,0.0,15.7,99.5,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.03,0.0,0.0,0.0,,2504,2504
2505,Issouf Sissokho,MLI,2,Bordeaux,Ligue 1,20.0,7,6,436,0.0,0.63,0.42,66.7,0.0,24.0,0.0,0.0,0.0,38.5,86.4,92.3,90.1,79.4,0.0,1.46,0.21,44.6,0.21,9.38,0.0,0.83,0.0,6.25,37.7,1.46,3.13,0.0,0.63,2.5,0.42,1.46,38.9,32.5,1.67,0.21,0.0,2.08,5.63,1.25,11.0,37.5,14.0,0.83,1.88,44.4,41.9,190.8,72.3,1.67,42.9,88.8,0.63,0.21,0.21,1.88,1.67,0.0,0.83,0.0,0.0,0.0,1.46,0.0,,2505,2505
2506,Ibrahima Sissoko,FRA,2,Strasbourg,Ligue 1,24.0,35,26,2303,0.08,1.02,0.2,19.2,0.08,13.6,0.0,0.0,0.0,33.4,80.6,85.5,87.9,64.7,0.2,0.86,0.16,41.4,0.39,7.73,0.98,0.86,0.0,7.7,29.5,1.45,2.19,0.31,0.59,0.74,0.35,0.23,23.1,17.1,2.34,0.51,0.0,1.72,3.4,3.13,15.2,28.0,14.2,1.21,1.8,67.4,36.1,198.5,114.3,1.64,35.3,85.8,0.23,0.0,0.0,2.42,1.37,0.0,0.86,0.0,0.0,2.58,1.48,63.5,DF,2506,2506
2507,Moussa Sissoko,FRA,2,Watford,Premier League,32.0,36,36,3220,0.06,0.7,0.22,32.0,0.08,16.4,0.0,0.0,0.0,26.4,79.7,86.7,80.0,71.5,0.03,0.64,0.31,33.1,0.47,6.37,0.78,0.67,0.0,3.13,24.8,1.42,1.73,0.11,0.95,0.61,0.08,0.53,54.3,14.1,1.48,0.34,0.0,1.23,2.88,3.46,12.1,23.6,10.1,1.26,1.82,69.2,25.5,142.0,76.3,1.48,23.6,84.7,0.14,0.0,0.0,1.26,0.45,0.06,0.67,0.0,0.0,2.37,1.62,59.4,,2507,2507
2508,Nelson Sissoko,FRA,1,Saint-Étienne,Ligue 1,25.0,1,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,80.0,75.0,80.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,100.0,22.0,0.0,0.0,0.0,2.0,4.0,8.0,22.0,4.0,8.0,2.0,2.0,100.0,10.0,36.0,12.0,2.0,10.0,83.3,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2508,2508
2509,Sambou Sissoko,FRA,2,Reims,Ligue 1,23.0,8,0,176,0.0,1.5,0.0,0.0,0.0,21.8,0.0,0.0,0.0,35.5,73.2,75.8,86.4,57.1,0.0,1.0,0.5,48.5,2.5,8.0,1.0,0.5,0.0,7.5,27.0,2.0,3.0,0.0,2.5,2.0,1.5,1.5,33.3,28.0,1.0,0.0,0.0,3.0,9.0,2.0,24.0,30.0,12.5,0.5,0.5,100.0,28.5,137.0,43.0,1.5,27.0,85.7,0.0,0.0,0.0,0.5,2.0,0.0,0.5,0.0,0.0,3.0,1.0,75.0,DF,2509,2509
2510,Antonio Sivera,ESP,4,Alavés,La Liga,25.0,4,3,277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,59.4,100.0,100.0,44.9,0.0,0.0,0.0,34.2,2.58,2.58,1.94,0.0,0.0,2.9,26.5,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,34.2,36.8,0.32,0.0,0.0,0.0,0.0,13.2,60.0,32.3,0.0,10.6,100.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2510,2510
