,Player,Value,Nation,Pos,Pos2,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,stats_id,player_id,predicted_value
2544,Arnaud Souquet,0,FRA,1,N/A,Montpellier,Ligue 1,30,34.0,27.0,2334.0,0.04,0.69,0.15,22.2,0.06,24.2,0.0,0.0,0.0,33.9,72.8,87.3,77.2,34.9,0.12,0.73,0.15,46.5,0.39,5.1,0.69,2.05,0.0,3.59,30.3,2.2,1.66,0.19,1.35,0.58,0.27,1.04,38.0,15.3,1.2,0.23,0.0,1.97,4.17,4.25,18.7,24.9,16.6,0.93,1.27,72.7,29.8,167.4,103.9,0.85,30.0,91.7,0.15,0.0,0.0,1.04,0.89,0.0,2.05,0.04,0.0,1.51,1.35,52.7,2545,2545,336794517.04210246
2545,Djibril Sow,2200000000,SUI,2,N/A,Eint Frankfurt,Bundesliga,25,31.0,28.0,2415.0,0.07,0.6,0.11,18.8,0.13,23.8,0.0,0.0,0.0,38.9,85.1,88.4,89.6,74.2,0.11,0.82,0.11,45.7,0.75,7.87,0.71,0.22,0.0,6.9,35.7,1.57,1.9,0.26,1.23,1.12,0.22,0.52,29.2,20.4,1.83,0.34,0.0,2.61,5.19,2.31,12.0,36.1,10.9,0.52,0.75,70.0,36.6,174.1,80.9,0.67,34.4,90.5,0.19,0.0,0.0,1.72,1.53,0.0,0.22,0.04,0.0,1.12,1.46,43.5,2546,2546,1002479821.022597
2546,Saidou Sow,0,GUI,1,N/A,Saint-Étienne,Ligue 1,19,13.0,11.0,989.0,0.18,0.27,0.18,66.7,0.67,5.5,0.0,0.0,0.0,43.6,83.6,89.8,88.0,67.8,0.09,0.09,0.09,52.2,1.09,5.64,2.09,0.27,0.0,4.73,42.1,1.27,0.64,0.09,1.82,0.64,0.0,0.64,43.8,12.0,1.64,0.45,0.09,2.64,5.09,5.73,29.7,34.1,2.82,0.18,0.27,66.7,38.7,203.5,102.0,0.27,39.4,98.6,0.18,0.0,0.0,1.27,0.45,0.0,0.27,0.0,0.0,3.09,1.73,64.2,2547,2547,191166897.5694038
2547,Çaðlar Söyüncü,0,TUR,1,N/A,Leicester City,Premier League,26,28.0,28.0,2497.0,0.04,0.29,0.04,12.5,0.13,12.0,0.0,0.0,0.0,56.7,86.2,92.8,94.2,58.0,0.0,0.11,0.07,65.8,1.48,7.04,1.81,0.18,0.0,14.5,45.9,1.05,0.4,0.0,1.16,0.61,0.11,0.9,61.0,9.35,2.02,1.05,0.0,1.81,3.68,11.1,43.5,35.9,2.09,0.22,0.32,66.7,49.1,247.4,114.3,0.11,52.5,98.5,0.18,0.0,0.0,1.16,0.54,0.04,0.18,0.07,0.0,3.57,1.91,65.1,2548,2548,761177968.6633414
2548,Leonardo Spinazzola,1500000000,ITA,1,N/A,Roma,Serie A,29,3.0,2.0,127.0,0.0,1.43,0.0,0.0,0.0,23.6,0.0,0.0,0.0,45.0,86.3,96.8,84.0,80.0,0.0,2.14,1.43,52.1,0.71,11.4,0.0,2.86,0.0,5.71,35.0,1.43,2.86,0.0,0.0,0.0,0.0,0.0,0.0,9.29,3.57,0.71,0.0,1.43,1.43,2.14,17.1,27.9,25.0,2.14,5.0,42.9,42.9,156.4,66.4,2.14,40.7,89.1,0.71,0.0,0.0,0.71,0.0,0.0,2.86,0.0,0.0,0.0,0.71,0.0,2549,2549,639296385.4972372
2549,Marco Sportiello,150000000,ITA,4,N/A,Atalanta,Serie A,30,5.0,5.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,76.5,100.0,96.6,52.5,0.0,0.0,0.0,26.4,1.6,1.2,0.4,0.0,0.0,1.4,18.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,28.2,0.4,0.0,0.0,0.0,0.0,13.8,43.2,19.8,0.0,11.2,100.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2550,2550,130924578.62149934
2550,Tony Springett,0,ENG,3,MF,Norwich City,Premier League,19,3.0,1.0,141.0,0.0,0.63,0.63,100.0,0.0,13.0,0.0,0.0,0.0,16.3,68.4,75.0,100.0,33.3,0.0,0.63,0.0,23.8,0.0,1.88,1.25,1.25,0.63,16.9,6.25,1.25,1.88,0.0,0.63,0.63,0.63,1.25,50.0,30.0,0.63,0.0,0.0,0.0,1.88,1.88,9.38,17.5,12.5,1.25,1.88,66.7,27.5,167.5,128.8,2.5,25.0,76.9,0.63,0.0,0.0,0.63,2.5,0.0,1.25,0.0,0.0,0.63,3.13,16.7,2551,2551,154664470.97243893
2551,Jerry St. Juste,1300000000,NED,1,N/A,Mainz 05,Bundesliga,25,8.0,7.0,604.0,0.15,1.79,0.45,25.0,0.08,16.9,0.15,0.0,0.0,33.4,77.5,79.0,88.5,62.2,0.0,0.9,0.15,43.1,2.54,5.82,1.04,0.45,0.0,4.18,33.6,0.9,0.9,0.0,1.04,1.34,0.0,1.19,72.7,11.6,2.09,0.75,0.0,3.13,5.52,5.67,25.8,27.9,6.72,0.15,0.6,25.0,30.1,209.1,112.7,0.3,29.4,95.2,0.0,0.0,0.0,2.09,1.34,0.0,0.45,0.0,0.0,4.63,2.24,67.4,2552,2552,615261716.9298551
2552,Anton Stach,1500000000,GER,2,N/A,Mainz 05,Bundesliga,23,29.0,20.0,1861.0,0.05,2.37,0.58,24.5,0.02,24.8,0.39,0.0,0.0,34.1,73.2,81.1,76.7,57.4,0.29,0.87,0.19,46.6,1.26,10.5,1.64,1.16,1.26,7.39,32.3,1.79,2.85,0.48,1.06,0.82,0.14,0.72,34.1,19.6,1.69,0.24,0.0,3.48,5.51,2.42,14.6,34.6,17.3,1.01,1.84,55.3,33.2,184.1,104.9,1.26,34.2,89.5,0.29,0.0,0.0,1.79,2.37,0.0,1.16,0.0,0.0,3.14,1.11,73.9,2553,2553,1223457895.396524
2553,Kostas Stafylidis,0,GRE,1,MF,Bochum,Bundesliga,28,24.0,15.0,1388.0,0.0,1.04,0.32,31.3,0.0,28.4,0.19,0.0,0.0,32.9,72.8,86.4,79.4,55.7,0.06,0.78,0.45,45.1,1.43,6.36,1.88,2.08,0.65,25.2,7.92,1.36,1.88,0.19,1.75,0.91,0.58,1.17,58.1,11.4,2.01,0.45,0.06,2.6,5.84,4.74,19.3,27.5,13.8,0.52,0.78,66.7,28.1,134.9,54.2,0.84,26.6,94.5,0.19,0.06,0.0,0.84,1.23,0.06,2.08,0.0,0.0,1.88,1.69,52.7,2554,2554,354741797.0229309
2554,Luca Stanga,0,ITA,1,N/A,Milan,Serie A,20,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,23.0,18.0,1.0,3.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2555,2555,79545537.68217885
2555,Josip Stanii?,0,CRO,1,N/A,Bayern Munich,Bundesliga,22,13.0,6.0,644.0,0.14,0.56,0.42,75.0,0.25,11.0,0.0,0.0,0.0,71.9,86.9,92.1,91.4,71.1,0.0,0.56,0.14,82.8,0.56,12.2,1.94,1.25,0.14,13.8,58.6,2.36,1.81,0.14,1.11,1.39,0.28,1.11,44.4,15.4,1.81,0.0,0.0,2.92,5.69,3.61,26.3,53.8,20.0,0.97,2.08,46.7,61.7,340.3,164.2,0.69,63.3,96.4,0.14,0.0,0.0,0.83,0.14,0.0,1.25,0.0,0.0,0.83,1.39,37.5,2556,2556,141950999.717252
2556,Niklas Stark,550000000,GER,1,MF,Hertha BSC,Bundesliga,27,26.0,22.0,2031.0,0.04,0.53,0.18,33.3,0.08,13.8,0.0,0.0,0.0,37.3,83.9,86.9,90.7,70.5,0.0,0.13,0.0,44.5,2.04,6.33,1.24,0.04,0.0,2.26,36.2,0.8,0.58,0.04,1.19,0.58,0.09,0.53,54.5,10.3,1.95,0.71,0.0,1.9,3.76,9.51,35.9,22.4,1.55,0.27,0.31,85.7,28.8,174.7,85.7,0.22,31.1,97.8,0.13,0.0,0.0,1.02,0.97,0.04,0.04,0.04,0.0,3.72,1.81,67.2,2557,2557,417512198.50944436
2557,Jason Steele,100000000,ENG,4,N/A,Brighton,Premier League,31,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,89.5,100.0,100.0,63.6,0.0,0.0,0.0,38.0,0.0,0.0,2.0,0.0,0.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,42.0,0.0,0.0,0.0,0.0,0.0,28.0,90.0,36.0,0.0,28.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2558,2558,87494873.89946996
2558,Jed Steer,600000,ENG,4,N/A,Aston Villa,Premier League,29,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,75.0,100.0,100.0,50.0,0.0,0.0,0.0,36.0,3.0,0.0,0.0,0.0,0.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,36.0,1.0,0.0,0.0,0.0,0.0,19.0,77.0,52.0,0.0,19.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2559,2559,92032250.2081785
2559,Renato Steffen,100000000,SUI,3,MF,Wolfsburg,Bundesliga,30,20.0,13.0,967.0,0.0,1.21,0.19,15.4,0.0,14.3,0.0,0.0,0.0,30.9,77.0,87.0,75.6,64.1,0.09,0.93,0.37,40.2,0.19,6.07,1.59,2.52,0.09,29.3,3.93,1.31,3.27,0.28,1.03,0.65,0.09,0.65,38.9,16.8,1.31,0.0,0.0,1.59,3.36,2.34,11.4,27.2,16.5,0.65,1.12,58.3,31.8,163.6,113.3,1.03,33.8,79.0,0.56,0.0,0.0,1.68,1.68,0.0,2.52,0.0,0.0,1.59,2.43,39.5,2560,2560,417373351.3856038
2560,Zack Steffen,0,USA,4,N/A,Manchester City,Premier League,27,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,86.8,100.0,100.0,50.0,0.0,0.0,0.0,38.0,2.0,5.0,0.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,41.0,0.0,0.0,0.0,0.0,0.0,18.0,58.0,23.0,0.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2561,2561,87914226.48343536
2561,Calvin Stengs,1100000000,NED,2,N/A,Nice,Ligue 1,23,24.0,11.0,1073.0,0.08,1.76,0.5,28.6,0.05,17.3,0.0,0.0,0.0,25.8,72.7,81.2,73.3,60.5,0.08,1.43,0.42,35.5,1.01,7.82,0.92,1.85,1.26,29.3,4.45,1.76,3.36,0.17,0.67,0.76,0.08,0.67,44.4,16.9,1.01,0.0,0.0,1.51,3.03,1.18,7.39,23.0,22.6,1.68,3.19,52.6,37.9,195.5,100.3,2.86,35.1,79.2,0.08,0.0,0.0,1.51,0.59,0.17,1.85,0.08,0.0,0.08,0.92,8.3,2562,2562,1138108265.472444
2562,Pascal Stenzel,150000000,GER,1,N/A,Stuttgart,Bundesliga,26,16.0,9.0,899.0,0.0,0.7,0.3,42.9,0.0,24.9,0.1,0.0,0.0,55.2,81.1,91.2,88.4,67.8,0.0,0.9,0.3,68.1,2.1,7.9,4.8,1.0,0.4,4.2,49.5,1.4,1.6,0.0,1.5,0.5,0.4,1.4,43.8,13.4,2.3,0.2,0.0,2.3,4.7,4.5,30.8,40.6,11.4,0.4,0.9,44.4,43.3,217.0,133.6,0.2,45.7,97.4,0.1,0.0,0.0,1.2,0.4,0.0,1.0,0.0,0.0,1.4,1.4,50.0,2563,2563,461970653.16536224
2563,Dale Stephens,0,ENG,2,N/A,Burnley,Premier League,32,3.0,1.0,124.0,0.0,0.71,0.0,0.0,0.0,21.0,0.0,0.0,0.0,31.4,77.2,69.6,84.0,85.7,0.0,0.71,0.0,40.7,0.0,10.0,0.71,0.0,0.0,3.57,33.6,1.43,1.43,0.0,1.43,2.86,0.71,0.71,20.0,29.3,2.86,0.71,0.0,1.43,6.43,2.86,10.0,38.6,7.14,0.0,0.0,0.0,22.9,82.9,24.3,0.0,25.7,85.7,0.71,0.0,0.0,2.86,0.71,0.0,0.0,0.0,0.0,0.71,1.43,33.3,2564,2564,135420383.39310753
2564,Jack Stephens,500000000,ENG,1,N/A,Southampton,Premier League,28,11.0,9.0,811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7,78.2,92.9,83.6,53.9,0.0,0.11,0.0,49.4,1.56,7.78,1.22,0.0,0.0,2.44,42.0,1.11,0.67,0.0,1.22,0.89,0.22,0.67,33.3,10.2,1.78,0.89,0.0,3.0,5.33,8.89,33.0,31.0,2.33,0.11,0.22,50.0,32.8,209.8,116.0,0.22,34.1,97.5,0.33,0.0,0.0,1.22,0.33,0.0,0.0,0.0,0.0,2.11,1.78,54.3,2565,2565,150107138.88376004
2565,Raheem Sterling,6000000000,ENG,3,N/A,Manchester City,Premier League,27,30.0,23.0,2128.0,0.55,2.29,1.06,46.3,0.2,13.8,0.0,0.08,0.13,30.6,82.4,89.8,84.7,55.3,0.21,2.33,0.34,37.1,0.13,6.1,0.3,2.2,0.08,3.39,33.1,1.27,3.81,0.47,0.08,0.55,0.55,0.25,28.6,13.4,0.64,0.0,0.0,0.64,1.82,0.3,2.5,16.1,36.0,2.08,4.62,45.0,44.0,211.3,126.2,3.05,42.5,76.7,0.04,0.0,0.0,1.14,1.95,0.38,2.2,0.0,0.0,0.21,1.19,15.2,2566,2566,5757054748.9229765
2566,Finley Stevens,0,WAL,1,N/A,Brentford,Premier League,19,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,62.5,66.7,75.0,0.0,0.0,5.0,0.0,40.0,0.0,10.0,5.0,0.0,0.0,0.0,30.0,0.0,5.0,0.0,0.0,10.0,0.0,5.0,100.0,25.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,25.0,15.0,0.0,0.0,0.0,20.0,110.0,0.0,0.0,25.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,2567,2567,375128098.83502567
2567,Angelo Stiller,600000000,GER,2,N/A,Hoffenheim,Bundesliga,21,26.0,18.0,1693.0,0.11,0.8,0.21,26.7,0.13,17.2,0.0,0.0,0.0,42.3,82.7,86.0,89.1,66.1,0.05,1.01,0.11,51.2,0.48,11.4,0.74,0.37,0.21,42.0,4.63,1.91,1.54,0.21,0.85,0.64,0.43,0.59,44.0,18.7,1.65,0.32,0.0,1.6,3.51,2.02,15.1,33.0,14.7,0.64,1.17,54.5,35.4,135.0,61.4,0.59,41.4,89.5,0.05,0.0,0.0,1.7,0.9,0.05,0.37,0.0,0.0,1.7,1.7,50.0,2568,2568,520142457.59405994
2568,Lars Stindl,250000000,GER,2,FW,M'Gladbach,Bundesliga,33,26.0,20.0,1629.0,0.22,2.32,0.77,33.3,0.1,18.0,0.11,0.0,0.11,37.1,82.4,88.8,84.0,67.6,0.28,1.38,0.17,45.1,0.33,11.2,0.66,0.61,0.17,8.34,34.4,1.71,3.09,0.44,0.39,0.72,0.17,0.33,25.0,20.7,1.49,0.17,0.0,0.88,2.15,0.88,7.35,33.4,16.8,0.28,0.55,50.0,34.9,113.4,56.0,1.16,41.4,79.9,0.55,0.0,0.0,1.77,1.1,0.28,0.61,0.0,0.0,1.05,1.99,34.5,2569,2569,531018736.8688499
2569,Riccardo Stivanello,0,ITA,1,N/A,Bologna,Serie A,18,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,90.0,100.0,80.0,100.0,0.0,0.0,0.0,20.0,2.0,2.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,100.0,14.0,4.0,4.0,0.0,0.0,4.0,18.0,38.0,4.0,0.0,0.0,0.0,0.0,18.0,88.0,40.0,0.0,10.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2570,2570,53973255.90235025
2570,Kevin Stöger,250000000,AUT,2,FW,Mainz 05,Bundesliga,28,23.0,1.0,419.0,0.21,3.4,1.28,37.5,0.06,20.4,0.64,0.0,0.0,50.9,72.6,83.1,73.0,52.6,0.21,2.34,1.06,70.0,1.91,13.0,2.34,3.4,3.4,56.6,8.94,3.19,5.74,0.21,1.28,1.06,0.43,0.43,25.0,18.5,1.7,0.0,0.0,3.19,5.96,1.06,12.3,44.7,33.6,1.06,1.49,71.4,55.1,282.8,162.6,1.06,56.0,89.5,0.64,0.0,0.0,2.13,2.55,0.0,3.4,0.0,0.0,0.85,1.49,36.4,2571,2571,-4739322.29263448
2571,Petar Stojanovi?,0,SVN,1,N/A,Empoli,Serie A,26,33.0,32.0,2735.0,0.03,0.39,0.1,25.0,0.08,19.9,0.0,0.0,0.0,44.1,78.5,90.4,82.1,55.0,0.03,2.14,0.56,56.2,1.22,6.28,1.05,1.84,0.16,4.93,38.9,1.84,2.24,0.1,2.04,0.95,0.39,1.74,42.7,16.1,2.27,0.53,0.07,1.78,5.16,4.54,20.9,31.8,20.9,1.55,2.8,55.3,41.3,231.3,140.9,1.74,38.4,94.3,0.36,0.03,0.03,1.68,0.89,0.07,1.84,0.03,0.0,0.53,0.79,40.0,2572,2572,78472384.686288
2572,John Stones,3000000000,ENG,1,N/A,Manchester City,Premier League,28,14.0,12.0,1119.0,0.08,0.73,0.4,55.6,0.11,12.8,0.0,0.0,0.0,73.0,92.7,92.6,96.9,84.9,0.0,0.16,0.0,78.7,1.13,10.2,2.34,0.08,0.0,10.9,61.5,0.73,1.13,0.08,0.24,0.16,0.0,0.16,50.0,4.68,0.73,0.24,0.0,1.37,1.77,8.15,30.5,54.3,7.66,0.48,0.56,85.7,62.5,388.9,220.1,0.16,68.1,98.0,0.0,0.0,0.0,0.24,0.73,0.0,0.08,0.0,0.0,4.35,0.89,83.1,2573,2573,2157451006.521531
2573,Thomas Strakosha,400000000,ALB,4,N/A,Lazio,Serie A,27,23.0,23.0,2070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,82.5,99.4,97.2,63.7,0.0,0.04,0.0,31.8,1.57,4.0,0.61,0.0,0.0,2.0,25.3,0.22,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,31.1,34.0,0.22,0.0,0.0,0.0,0.0,19.5,82.6,44.5,0.0,19.0,100.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,2574,2574,977933999.9565498
2574,Stefan Strandberg,500000,NOR,1,N/A,Salernitana,Serie A,31,11.0,11.0,933.0,0.0,0.87,0.19,22.2,0.0,13.6,0.1,0.0,0.0,41.5,84.5,88.7,88.4,78.6,0.0,0.29,0.1,49.1,4.33,5.0,2.02,0.58,0.0,6.35,38.1,0.48,0.67,0.0,1.06,0.19,0.0,0.38,40.0,8.37,2.02,1.44,0.0,1.35,2.6,10.6,33.8,27.0,3.94,0.19,0.19,100.0,31.6,202.4,113.5,0.1,34.1,98.9,0.19,0.1,0.1,0.77,0.19,0.1,0.58,0.1,0.1,3.46,1.06,76.6,2575,2575,217541575.26426542
2575,Dávid Strelec,0,SVK,3,MF,Spezia,Serie A,21,10.0,7.0,502.0,0.18,0.89,0.71,80.0,0.2,15.9,0.0,0.0,0.0,18.6,75.4,78.1,75.6,71.4,0.0,1.07,0.18,24.6,0.0,5.89,0.36,0.89,0.0,17.3,3.75,1.43,1.61,0.0,0.36,0.71,0.0,0.36,22.2,12.3,2.5,0.18,0.0,0.71,1.79,1.43,6.61,16.6,13.9,0.36,1.61,22.2,22.3,100.2,53.0,1.61,21.3,69.2,0.0,0.0,0.0,0.71,1.07,0.36,0.89,0.0,0.0,1.79,2.68,40.0,2576,2576,98140089.65195489
2576,Tobias Strobl,700000,GER,2,DF,Augsburg,Bundesliga,32,5.0,4.0,323.0,0.0,0.56,0.28,50.0,0.0,17.0,0.0,0.0,0.0,18.9,72.3,78.6,89.2,50.0,0.0,0.28,0.0,26.1,0.83,9.72,1.39,0.28,0.0,2.22,20.0,1.39,1.11,0.0,0.56,0.83,0.0,0.28,12.5,20.8,3.06,0.56,0.0,2.22,3.61,3.33,13.1,22.2,3.06,0.0,0.0,0.0,15.8,80.8,26.4,1.11,14.4,86.7,0.28,0.0,0.0,1.94,0.56,0.0,0.28,0.0,0.0,2.5,1.39,64.3,2577,2577,83196387.90511419
2577,Kevin Strootman,0,NED,2,N/A,Cagliari,Serie A,32,10.0,7.0,640.0,0.0,0.14,0.0,0.0,0.0,15.2,0.0,0.0,0.0,41.3,81.8,84.8,92.0,65.8,0.0,0.14,0.14,50.4,2.39,5.49,1.41,0.14,0.14,42.0,5.92,2.25,0.7,0.0,0.56,0.7,0.28,0.85,40.0,17.5,1.97,0.42,0.0,2.11,3.66,3.66,19.3,35.9,7.46,0.28,0.56,50.0,33.8,162.3,76.3,0.14,38.3,92.2,0.56,0.0,0.0,1.97,1.55,0.0,0.14,0.14,0.0,0.56,1.13,33.3,2578,2578,131386109.45654462
2578,Pascal Struijk,2000000000,NED,1,N/A,Leeds United,Premier League,22,29.0,22.0,2055.0,0.04,0.48,0.13,27.3,0.09,7.8,0.0,0.0,0.0,46.4,87.3,91.3,93.2,71.4,0.0,0.09,0.0,53.2,1.27,6.27,1.4,0.0,0.0,39.7,8.86,1.32,0.83,0.09,1.84,0.96,0.18,1.23,56.0,17.0,2.5,1.18,0.0,2.76,5.75,9.08,37.3,27.9,4.17,0.18,0.26,66.7,37.5,195.7,101.3,0.48,40.0,95.6,0.26,0.04,0.0,1.27,0.44,0.04,0.0,0.0,0.0,2.06,1.58,56.6,2579,2579,1049104356.069081
2579,Jens Stryger Larsen,180000000,DEN,1,N/A,Udinese,Serie A,31,11.0,8.0,684.0,0.0,1.18,0.53,44.4,0.0,17.3,0.0,0.0,0.0,28.8,75.3,89.7,75.5,39.6,0.13,0.66,0.26,38.3,0.53,3.42,0.66,1.58,1.05,3.68,24.3,0.79,2.11,0.13,0.66,0.0,0.0,0.26,28.6,8.16,1.05,0.13,0.0,1.05,1.71,2.5,14.7,17.6,16.4,0.26,0.92,28.6,24.1,111.3,58.7,0.92,27.4,83.2,0.0,0.0,0.0,0.53,0.53,0.13,1.58,0.0,0.13,0.79,0.92,46.2,2580,2580,155305877.9426064
2580,Leo tulac,0,SVN,2,N/A,Empoli,Serie A,27,23.0,8.0,833.0,0.22,0.97,0.32,33.3,0.22,24.6,0.22,0.0,0.0,41.3,78.5,91.0,87.9,51.4,0.22,0.65,0.11,52.6,2.9,9.25,1.4,1.08,1.94,5.27,45.3,1.72,2.04,0.43,0.97,0.75,0.22,0.75,43.8,18.2,1.08,0.22,0.0,0.86,2.8,3.87,20.9,31.3,11.3,0.32,0.32,100.0,36.5,156.3,77.5,0.54,42.5,95.9,0.11,0.0,0.0,0.75,1.94,0.0,1.08,0.0,0.0,0.97,0.86,52.9,2581,2581,519773296.8589303
2581,Stefano Sturaro,0,ITA,2,N/A,Genoa,Serie A,29,25.0,24.0,1766.0,0.0,0.46,0.0,0.0,0.0,18.9,0.0,0.0,0.0,19.3,63.8,75.4,66.5,47.8,0.0,0.66,0.26,30.3,0.31,8.21,0.56,1.22,0.31,4.8,20.3,1.89,1.07,0.0,0.77,1.12,0.82,0.97,48.7,21.7,1.94,0.0,0.0,1.12,3.83,2.14,8.83,22.4,12.8,0.1,0.61,16.7,21.7,78.7,34.3,1.33,22.0,73.2,0.61,0.0,0.0,2.91,2.19,0.2,1.22,0.0,0.0,2.76,3.01,47.8,2582,2582,109446824.63665992
2582,Damián Suárez,100000000,URU,1,N/A,Getafe,La Liga,34,35.0,31.0,2711.0,0.0,0.47,0.13,28.6,0.0,30.3,0.07,0.0,0.0,33.6,68.9,86.8,75.4,42.1,0.1,1.36,0.8,48.7,2.39,5.02,3.09,2.66,0.73,3.65,32.0,1.76,2.33,0.23,1.26,0.96,0.33,1.43,45.3,17.3,1.99,0.17,0.0,2.19,4.75,2.43,13.8,29.9,18.2,0.4,1.36,29.3,29.8,120.0,70.2,0.73,29.3,86.5,0.43,0.0,0.0,1.89,1.13,0.03,2.66,0.0,0.0,0.96,1.16,45.3,2583,2583,346770101.9836473
2583,Denis Suárez,500000000,ESP,2,N/A,Celta Vigo,La Liga,28,38.0,33.0,2819.0,0.13,0.67,0.26,38.1,0.19,20.7,0.03,0.0,0.0,52.1,79.9,89.2,84.5,54.8,0.16,0.99,0.22,65.2,2.33,8.31,2.3,1.47,2.75,8.91,53.8,2.46,2.84,0.38,0.58,1.25,0.26,0.73,30.3,20.9,1.25,0.16,0.0,0.67,2.75,0.99,10.4,47.6,21.3,1.12,2.11,53.0,48.9,295.6,172.8,1.18,53.0,93.4,0.13,0.0,0.0,1.76,1.44,0.03,1.47,0.03,0.0,0.58,0.86,40.0,2584,2584,784413280.1072301
2584,Luis Suárez,900000000,URU,3,N/A,Atlético Madrid,La Liga,35,35.0,20.0,1835.0,0.54,2.5,1.13,45.1,0.18,20.0,0.1,0.1,0.15,17.8,73.0,76.5,77.9,74.1,0.1,0.69,0.15,24.4,0.0,6.03,0.49,0.44,0.0,3.53,17.7,1.62,1.76,0.29,0.05,0.2,0.15,0.15,30.0,8.63,0.34,0.1,0.0,0.15,0.54,0.78,2.45,14.6,18.3,0.25,1.13,21.7,18.9,58.1,29.4,0.78,26.6,58.2,0.34,0.0,0.0,1.13,1.32,0.59,0.44,0.05,0.0,1.32,1.67,44.3,2585,2585,744869081.7225581
2585,Mario Suárez,300000,ESP,1,N/A,Rayo Vallecano,La Liga,35,14.0,8.0,712.0,0.0,1.14,0.38,33.3,0.0,12.7,0.0,0.0,0.0,31.9,80.8,89.6,88.4,63.5,0.0,0.0,0.0,39.5,1.9,5.82,1.65,0.0,0.0,3.54,30.5,0.63,0.76,0.0,0.76,0.25,0.0,0.63,35.7,7.59,1.01,0.51,0.0,2.28,3.29,7.97,28.4,23.9,2.41,0.38,0.51,75.0,28.9,146.6,79.0,0.38,27.2,99.1,0.25,0.0,0.0,2.28,0.76,0.0,0.0,0.13,0.0,4.18,1.39,75.0,2586,2586,90705120.43299712
