,Player Name,Player Age,Value
9558,Souleymane Coulibaly,28,300000
9559,Souleymane Diaby,23,500000
9560,Souleymane Fofana,21,50000
9561,Soumaïla Coulibaly,19,100000000
9562,Soungoutou Magassa,19,500000
9563,Spas Delev,33,300000
9564,Spas Georgiev,30,200000
9565,Srdjan Babic,26,350000000
9566,Srdjan Grabez,32,250000
9567,Srdjan Hrstic,19,250000
9568,Srdjan Kocic,24,200000
9569,Srdjan Mijailovic,29,130000000
9570,Srdjan Plavsic,27,110000000
9571,Srdjan Scepanovic,24,150000
9572,Stan Braem,24,250000
9573,Stan Van Dessel,21,400000
9574,Stanislav Agkatsev,21,600000
9575,Stanislav Dostal,31,150000
9576,Stanislav Dyulgerov,19,25000
9577,Stanislav Hofmann,32,650000
9578,Stanislav Ivanov,23,600000
9579,Stanislav Kostov,31,300000
9580,Stanislav Kritsyuk,32,150000000
9581,Stanislav Lobotka,28,3800000000
9582,Stanislav Magkeev,24,250000000
9583,Stanislav Rabotov,20,300000
9584,Stanislav Sharay,25,200000
9585,Stanislav Shopov,21,200000
9586,Stanislav Tecl,32,600000
9587,Stanislaw Wawrzynowicz,24,25000
9588,Stanley Nsoki,24,850000000
9589,Stathis Tachatos,21,250000
9590,Stavros Charalampous,18,0
9591,Stavros Gavriel,21,300000
9592,Stavros Georgiou,18,100000
9593,Stavros Panagiotou,29,200000
9594,Stavros Pilios,22,400000
9595,Stavros Vasilantonopoulos,31,300000
9596,Steeve Furtado,28,350000
9597,Steeve Yago,30,700000
9598,Stef Peeters,31,100000000
9599,Stefan Ashkovski,31,400000
9600,Stefan Baiaram,20,100000000
9601,Stefan Bajcetic,18,1300000000
9602,Stefan Bell,31,250000000
9603,Stefan Bukinac,17,0
9604,Stefan Colovic,28,500000
9605,Stefan Cvetkovic,25,400000
9606,Stefan Dimic,29,350000
9607,Stefan Djordjevic,32,400000
9608,Stefan Drazic,21,50000
9609,Stefan Gartenmann,26,700000
9610,Stefan Gavrilov,22,250000
9611,Stefan Haudum,28,400000
9612,Stefan Hierländer,32,800000
9613,Stefan Jovanovic,29,400000
9614,Stefan Knezevic,26,800000
9615,Stefan Kordic,18,75000
9616,Stefan Kovac,24,120000000
9617,Stefan Lainer,30,350000000
9618,Stefan Lekovic,19,400000
9619,Stefan Maksimovic,21,0
9620,Stefan Marjanovic,28,300000
9621,Stefan Melentijevic,19,150000
9622,Stefan Milic,22,250000
9623,Stefan Milosevic,26,350000
9624,Stefan Mitrovic,20,250000000
9625,Stefan Mitrović,32,200000000
9626,Stefan Musat,22,25000
9627,Stefan Nutz,31,600000
9628,Stefan Ortega,30,600000000
9629,Stefan Panoiu,20,750000
9630,Stefan Peric,26,400000
9631,Stefan Posch,25,1000000000
9632,Stefan Purtic,24,500000
9633,Stefan Radu,36,400000
9634,Stefan Randjelovic,24,350000
9635,Stefan Ristovski,31,200000000
9636,Stefan Sapic,26,800000
9637,Stefan Savic,32,750000000
9638,Stefan Schwab,32,100000000
9639,Stefan Simic,28,500000
9640,Stefan Simin,18,0
9641,Stefan Skrbo,22,400000
9642,Stefan Smarkalev,15,25000
9643,Stefan Stanisavljevic,21,10000
9644,Stefan Stojanovic,26,300000
9645,Stefan Strandberg,32,500000
9646,Stefan Tarnovanu,22,150000000
9647,Stefan Tomovic,21,400000
9648,Stefan Tsonkov,28,200000
9649,Stefan Velev,33,200000
9650,Stefan Vladoiu,24,550000
9651,Stefan Vukasinovic,19,0
9652,Stefan Vukcevic,26,350000
9653,Stefan Vukic,27,600000
9654,Stefan Zivkovic,32,200000
9655,Stefan de Vrij,31,1000000000
9656,Stefano Beltrame,30,500000
9657,Stefano Denswil,29,420000000
9658,Stefano Guidotti,23,300000
9659,Stefano Holmquist Vecchia,28,120000000
9660,Stefano Okaka,33,180000000
9661,Stefano Sensi,27,800000000
9662,Stefano Surdanovic,24,800000
9663,Stefanos Charalampous,23,250000
9664,Stefanos Kapino,29,350000
9665,Stefanos Mouktaris,28,200000
9666,Stefanos Stroungis,25,400000
9667,Stefanos Tzimas,17,300000
9668,Steffen Hagen,37,100000
9669,Steffen Skalevik,30,200000
9670,Steffen Tigges,24,350000000
9671,Stefán Teitur Thórdarson,24,500000
9672,Stelios Andreou,20,200000000
9673,Stelios Kitsiou,29,800000
9674,Sten Grytebust,33,500000
9675,Stepan Chaloupek,20,75000
9676,Stepan Harazim,22,225000
9677,Stepan Langer,22,150000
9678,Stepan Melnikov,20,300000
9679,Stepan Oganesyan,21,500000
9680,Stephan El Shaarawy,30,500000000
9681,Stephan Seiler,22,600000
9682,Stephane Omeonga,27,400000
9683,Stephane Singo,22,1400000000
9684,Stephen Bolma,18,0
9685,Stephen Eustaquio,26,1000000000
9686,Stephen Hammond,26,350000
9687,Stephen Humphrys,25,700000
9688,Stephen Kelly,23,400000
9689,Stephen Kingsley,28,100000000
9690,Stephen O'Donnell,30,500000
9691,Stephen Odey,25,100000000
9692,Stephen Welsh,23,150000000
9693,Stephy Mavididi,24,800000000
9694,Stevan Jovetic,33,200000000
9695,Steve Cook,31,300000000
9696,Steve Kapuadi,24,400000
9697,Steve Mandanda,38,150000000
9698,Steve Mounié,28,600000000
9699,Steve Mvoué,21,450000
9700,Steve Rouiller,32,400000
9701,Steven Alzate,24,450000000
9702,Steven Berghuis,31,1400000000
9703,Steven Bergwijn,25,2400000000
9704,Steven Bradley,21,350000
9705,Steven Davis,38,750000
9706,Steven Deana,33,100000
9707,Steven Fletcher,36,300000
9708,Steven Fortes,30,500000
9709,Steven Vitória,36,100000
9710,Steven Zuber,31,250000000
9711,Stevie May,30,475000
9712,Stian Aarönes Holte,19,50000
9713,Stian Sjövold Thorstensen,16,100000
9714,Stijn Spierings,27,400000000
9715,Stijn van Gassel,26,850000
9716,Stiliyan Tisovski,19,10000
9717,Stipe Perica,27,150000000
9718,Stipe Radic,22,800000
9719,Stjepan Loncar,26,100000000
9720,Stojan Lekovic,21,500000
9721,Stojan Lukic,43,25000
9722,Stole Dimitrievski,29,400000000
9723,Storm Strand-Kolbjörnsen,19,100000
9724,Stoyan Stoichkov,19,50000
9725,Strahil Popov,32,325000
9726,Strahinja Eraković,22,700000000
9727,Strahinja Manojlovic,20,200000
9728,Strahinja Pavlovic,21,2000000000
9729,Strahinja Stojanovic,18,50000
9730,Strahinja Tanasijevic,25,500000
9731,Stratos Svarnas,25,200000000
9732,Stuart Armstrong,31,600000000
9733,Stuart Dallas,31,200000000
9734,Stuart McKinstry,20,325000
9735,Sturla Ottesen,21,400000
9736,Stylianos Panteli,23,250000
9737,Stéphane Bahoken,30,270000000
9738,Stéphane Diarra,24,300000000
9739,Suat Serdar,26,650000000
9740,Sulayman Marreh,27,600000
9741,Suleiman Abdullahi,26,400000
9742,Suso,29,700000000
9743,Sveinn Aron Gudjohnsen,24,600000
9744,Sven Botman,23,4500000000
9745,Sven Jansen,18,50000
9746,Sven Kums,35,600000
9747,Sven Michel,32,120000000
9748,Sven Mijnans,23,350000000
9749,Sven Nieuwpoort,30,375000
9750,Sven Ulreich,34,900000
9751,Sven van Beek,28,100000000
9752,Svenn Crone,27,400000
9753,Sverre Nypan,16,500000
9754,Sverrir Ingi Ingason,29,500000000
9755,Svetoslav Kovachev,25,400000
9756,Svetoslav Vutsov,20,100000000
9757,Svetozar Markovic,23,300000000
9758,Syb van Ottele,21,350000
9759,Sydney van Hooijdonk,23,300000000
9760,Sylla Sow,26,300000
9761,Symeon Papadopoulos,22,150000
9762,Syver Aas,19,450000
9763,Szczepan Mucha,19,150000
9764,Szymon Czyz,21,500000
9765,Szymon Matuszek,34,100000
9766,Szymon Michalski,19,200000
9767,Szymon Sarbinowski,19,25000
9768,Szymon Weirauch,19,25000
9769,Szymon Wlodarczyk,20,250000000
9770,Szymon Zurkowski,25,450000000
9771,Sávio,19,600000000
9772,Sébastien Bruzzese,34,100000
9773,Sébastien Corchia,32,120000000
9774,Sébastien Dewaest,31,500000
9775,Sébastien Haller,28,3000000000
9776,Sékou Mara,20,1200000000
9777,Sérgio Conceição,26,500000
9778,Sérgio Oliveira,30,700000000
9779,Sören Reese,29,350000
9780,Sören Rieks,36,200000
9781,Sören Tengstedt,22,400000
9782,Süleyman Cebeci,20,200000
9783,Tadeas Vachousek,19,100000
9784,Taha Ali,24,700000
9785,Taha Altikardes,19,925000
9786,Taha Ayari,17,500000
9787,Taha Tepe,22,200000
9788,Tai Baribo,25,250000000
9789,Taichi Hara,23,100000000
9790,Taison,35,150000000
9791,Taiwo Awoniyi,25,2000000000
9792,Tajon Buchanan,24,1200000000
9793,Takayuki Seto,37,200000
9794,Takefusa Kubo,21,1500000000
9795,Takehiro Tomiyasu,24,2500000000
9796,Takuma Asano,28,400000000
9797,Takumi Minamino,28,800000000
9798,Takuto Oshima,24,650000
9799,Talha Sariarslan,19,50000
9800,Talha Ülvan,21,150000
9801,Talles,24,600000
9802,Talys,24,500000
9803,Tammy Abraham,25,4500000000
9804,Tanguy Coulibaly,22,200000000
9805,Tanguy Ndombélé,26,2500000000
9806,Tanguy Nianzou,20,900000000
9807,Tanguy Zoukrou,19,300000
9808,Taras Bondarenko,30,300000
9809,Taras Dmytruk,23,150000
9810,Taras Kacharaba,28,150000000
9811,Taras Romanczuk,31,600000
9812,Taras Stepanenko,33,500000000
9813,Tarik Tissoudali,30,650000000
9814,Tariq Lamptey,22,1500000000
9815,Tarkan Serbest,28,600000
9816,Tashreeq Matthews,22,450000
9817,Tatsuhiro Sakamoto,26,120000000
9818,Taty Castellanos,24,1000000000
9819,Taulant Parallangaj,20,50000
9820,Taulant Seferi,26,700000
9821,Taulant Xhaka,32,300000
9822,Tayfur Bingöl,30,210000000
9823,Taylan Antalyali,28,250000000
9824,Taylor Booth,21,600000000
9825,Taylor Harwood-Bellis,21,25000000
9826,Tayyip Talha Sanuc,23,500000000
9827,Taïryk Arconte,19,400000
9828,Tchamba,24,400000
9829,Tecatito,30,1000000000
9830,Teddy Alloh,21,400000
9831,Teddy Bartouche,25,150000
9832,Teddy Boulhendi,22,150000
9833,Teddy Teuma,29,500000000
9834,Teden Mengi,20,200000000
9835,Tein Troost,21,100000
9836,Terem Moffi,23,2000000000
9837,Terry Lartey Sanniez,26,150000
9838,Teruki Hara,24,650000
9839,Tesfaldet Tekie,25,750000
9840,Tete Morente,26,250000000
9841,Tetê,23,2500000000
9842,Teun Koopmeiners,25,3000000000
9843,Thabo Cele,26,450000
9844,Thanasis Liasidis,25,50000
9845,Themistoklis Tzimopoulos,37,125000
9846,Theo Bair,23,350000
9847,Theo Bergvall,18,300000
9848,Theo Hernández,25,6000000000
9849,Theo Sander,18,400000
9850,Theo Walcott,34,180000000
9851,Theocharis Tsingaras,22,180000000
9852,Theodor Gebre Selassie,36,300000
9853,Theodoros Andronikou,21,50000
9854,Theodoros Konstantinou,24,50000
9855,Theodoros Koutsou,18,50000
9856,Theodoros Vasilakakis,34,150000
9857,Theodosis Macheras,22,400000
9858,Theofanis Mavrommatis,26,350000
9859,Theofanis Tzandaris,29,300000
9860,Thiago,32,1800000000
9861,Thiago Almada,22,27000000
9862,Thiago Mendes,31,600000000
9863,Thiago Santos,35,350000
9864,Thiago Silva,38,250000000
9865,Thibault Corbaz,29,300000
9866,Thibault De Smet,24,250000000
9867,Thibault Klidjé,21,300000
9868,Thibault Tamas,22,200000
9869,Thibault Vlietinck,25,350000
9870,Thibaut Courtois,30,6000000000
9871,Thibaut Vion,29,500000
9872,Thibo Somers,24,150000000
9873,Thierno Baldé,20,400000000
9874,Thierno Ballo,21,750000
9875,Thierry Ambrose,26,180000000
9876,Thierry Correia,24,1200000000
9877,Thierry Etongou,23,200000
9878,Thierry Lutonda,22,550000
9879,Thierry Moutinho,32,350000
9880,Thierry Small,18,100000000
9881,Thievy Bifouma,30,200000
9882,Thijmen Blokzijl,18,100000000
9883,Thijmen Nijhuis,24,200000
9884,Thijs Dallinga,22,700000000
9885,Thilo Kehrer,26,1800000000
9886,Thom Haye,28,200000000
9887,Thom van Bergen,19,150000
9888,Thoma Monney,21,100000
9889,Thomas Boakye,29,300000
9890,Thomas Buitink,22,700000
9891,Thomas Delaine,31,150000000
9892,Thomas Delaney,31,300000000
9893,Thomas Didillon,27,120000000
9894,Thomas Foket,28,450000000
9895,Thomas Gebauer,40,75000
9896,Thomas Geris,20,50000
9897,Thomas Goiginger,30,100000000
9898,Thomas Grögaard,29,250000
9899,Thomas Henry,28,400000000
9900,Thomas Himeur,22,150000
9901,Thomas Ioannou,27,400000
9902,Thomas Kastanaras,20,700000
9903,Thomas Kristensen,21,700000
9904,Thomas Lehne Olsen,31,900000
9905,Thomas Lemar,27,2500000000
9906,Thomas Mangani,35,600000
9907,Thomas Meunier,31,650000000
9908,Thomas Mikkelsen,39,50000
9909,Thomas Murg,28,150000000
9910,Thomas Müller,33,1800000000
9911,Thomas Nikolaou,21,200000
9912,Thomas Ouwejan,26,250000000
9913,Thomas Partey,29,3800000000
9914,Thomas Rekdal,22,100000
9915,Thomas Rotter,31,250000
9916,Thomas Sabitzer,22,800000
9917,Thomas Santos,24,450000
9918,Thomas Strakosha,28,400000000
9919,Thomas Van den Keybus,21,800000
9920,Thor Lange,29,250000
9921,Thore Pedersen,26,300000
9922,Thorgan Hazard,30,900000000
9923,Thorsten Mahrer,33,500000
9924,Thorsten Röcher,31,650000
9925,Thorsten Schick,32,600000
9926,Théo Bongonda,27,400000000
9927,Théo Borne,20,100000
9928,Théo De Percin,22,150000
9929,Théo Fonseca,22,200000
9930,Théo Le Bris,20,200000000
9931,Théo Magnin,19,100000
9932,Théo Ndicka Matam,22,700000
9933,Théo Pellenard,29,120000000
9934,Théo Sainte-Luce,24,200000000
9935,Théo Valls,27,130000000
9936,Thórir Jóhann Helgason,22,900000
9937,Tiago Araújo,22,350000
9938,Tiago Dantas,22,250000000
9939,Tiago Djaló,23,1600000000
9940,Tiago Esgaio,27,700000
9941,Tiago Gouveia,21,250000000
9942,Tiago Ilori,30,600000
9943,Tiago Ribeiro,21,200000
9944,Tiago Santos,20,100000000
9945,Tiago Silva,29,150000000
9946,Tiago Sá,28,800000
9947,Tiago Tomás,20,700000000
9948,Tiberiu Capusa,25,750000
9949,Tibor Halilovic,28,900000
9950,Tidjani Anaane,26,300000
9951,Tiemoué Bakayoko,28,250000000
9952,Tihomir Kostadinov,27,350000
9953,Tijjani Noslin,23,450000
9954,Tijjani Reijnders,24,800000000
9955,Till Schumacher,25,350000
9956,Tim Coremans,32,200000
9957,Tim Lemperle,21,200000000
9958,Tim Maciejewski,22,350000
9959,Tim Malmström,17,25000
9960,Tim Matavz,34,400000
9961,Tim Oermann,19,600000
9962,Tim Olsson,18,50000
9963,Tim Prica,20,800000
9964,Tim Ream,35,100000000
9965,Tim Rönning,24,600000
9966,Tim Skarke,26,100000000
9967,Tim Waker,29,200000
9968,Timo Baumgartl,27,350000000
9969,Timo Horn,29,150000000
9970,Timo Hübers,26,750000000
9971,Timo Schlieck,17,200000
9972,Timo Werner,27,2500000000
9973,Timo Zaal,19,100000
9974,Timofey Margasov,30,150000000
9975,Timofey Shipunov,19,250000
9976,Timon Wellenreuther,27,100000000
9977,Timothy Castagne,27,2800000000
9978,Timothy Chandler,33,120000000
9979,Timothy Derijck,35,200000
9980,Timothy Fayulu,23,120000000
9981,Timothy Fosu-Mensah,25,300000000
9982,Timothy Galjé,21,250000
9983,Timothy Martin,22,100000
9984,Timothy Noor Ouma,18,200000
9985,Timothy Weah,23,1200000000
9986,Timothé Cognat,25,300000000
9987,Timothée Kolodziejczak,31,700000
9988,Timothée Pembélé,20,500000000
9989,Timur Ayupov,29,100000000
9990,Timur Suleymanov,23,100000000
9991,Tin Plavotic,25,550000
9992,Tino Casali,27,350000
9993,Tino Kadewere,27,500000000
9994,Tino Livramento,20,2500000000
9995,Tio Cipot,19,500000
9996,Tjark Ernst,20,400000
9997,Tobe Leysen,21,400000
9998,Tobias Anselm,23,400000
9999,Tobias Berger,21,200000
10000,Tobias Börkeeiet,23,700000
10001,Tobias Carlsson,27,400000
10002,Tobias Fjeld Gulliksen,19,130000000
10003,Tobias Hafstad,20,100000
10004,Tobias Heintz,24,110000000
10005,Tobias Kainz,30,400000
10006,Tobias Klysner,21,600000
10007,Tobias Lauritsen,25,200000000
10008,Tobias Lawal,22,300000
10009,Tobias Mohr,27,180000000
10010,Tobias Mölgaard,26,600000
10011,Tobias Pachonik,28,400000
10012,Tobias Salquist,27,700000
10013,Tobias Sana,33,500000
10014,Tobias Schättin,25,300000
10015,Tobias Schützenauer,25,250000
10016,Tobias Sippel,35,400000
10017,Tobias Slotsager,17,100000
10018,Tobias Stagaard,21,125000
10019,Tobias Storm,18,100000
10020,Tobias Strobl,32,700000
10021,Tobias Svendsen,23,300000
10022,Tobias Vonheim Norbye,18,50000
10023,Toby Alderweireld,34,400000000
10024,Toby Sibbick,23,600000
10025,Tochi Chukwuani,20,300000
10026,Tochukwu Nadi,19,200000
10027,Todd Cantwell,25,800000000
10028,Todor Nedelev,30,130000000
10029,Todor Pavlov,18,200000
10030,Tolga Cigerci,31,150000000
10031,Tolgay Arslan,32,200000000
10032,Tolu Arokodare,22,350000000
10033,Tom Bischof,17,350000000
10034,Tom Cairney,32,200000000
10035,Tom Davies,24,1200000000
10036,Tom Hateley,33,150000
10037,Tom Heaton,36,600000
10038,Tom Hendriks,20,50000
10039,Tom Krauß,21,600000000
10040,Tom Lawrence,29,500000000
10041,Tom Parkes,31,250000
10042,Tom Pettersson,33,450000
10043,Tom Rapnouil,22,250000
10044,Tom Rothe,18,350000000
10045,Tom Roufosse,22,25000
10046,Tom Sloncik,18,0
10047,Tom Vandenberghe,30,575000
10048,Tom van Weert,32,800000
10049,Toma Basic,26,700000000
10050,Tomas Brecka,28,300000
10051,Tomas Celustka,31,250000
10052,Tomas Chory,28,200000000
10053,Tomas Cvancara,22,200000000
10054,Tomas Digana,25,200000
10055,Tomas Frystak,35,125000
10056,Tomas Grigar,40,50000
10057,Tomas Hajek,31,400000
10058,Tomas Holes,30,500000000
10059,Tomas Hubocan,37,200000
10060,Tomas Huk,28,350000
10061,Tomas Hübschman,41,25000
10062,Tomas Koubek,30,100000000
10063,Tomas Koukola,21,75000
10064,Tomas Kucera,31,250000
10065,Tomas Ladra,25,400000
10066,Tomas Malinsky,31,300000
10067,Tomas Necid,33,200000
10068,Tomas Pekhart,33,500000
10069,Tomas Petrasek,31,400000
10070,Tomas Polyak,21,50000
10071,Tomas Prikryl,30,400000
10072,Tomas Solil,23,450000
10073,Tomas Soucek,28,3500000000
10074,Tomas Suslov,20,250000000
10075,Tomas Totland,23,700000
10076,Tomas Vlcek,22,350000
10077,Tomas Vondrasek,35,200000
10078,Tomas Wiesner,25,850000
10079,Tomas Zahradnicek,29,200000
10080,Tomas Zajic,26,350000
10081,Tomas Zlatohlavek,22,175000
10082,Tomasz Kedziora,28,350000000
10083,Tomasz Kupisz,33,200000
10084,Tomasz Makowski,23,600000
10085,Tomasz Mokwa,30,100000
10086,Tomasz Pienko,19,100000000
10087,Tomasz Walczak,17,50000
10088,Tomi Horvat,24,200000000
10089,Tomislav Bozic,35,100000
10090,Tomislav Duvnjak,20,350000
10091,Tomislav Glumac,31,200000
10092,Tommaso Augello,28,250000000
10093,Tommaso Baldanzi,20,1000000000
10094,Tommaso Cassandro,23,900000
10095,Tommaso Pobega,23,1500000000
10096,Tommi Vaiho,34,200000
10097,Tommy St. Jago,23,800000
10098,Tomoki Iwata,26,130000000
10099,Tomás Araújo,20,300000000
10100,Tomás De Vincenti,34,350000
10101,Tomás Domingos,23,500000
10102,Tomás Händel,22,250000000
10103,Tomás Podstawski,28,200000
10104,Tomás Ribeiro,23,120000000
10105,Tomás Rincón,35,800000
10106,Tomás Silva,23,500000
10107,Tomás Tavares,22,200000000
10108,Toni Borevkovic,25,200000000
10109,Toni Domgjoni,24,120000000
10110,Toni Fruk,22,200000000
10111,Toni Fuidias,21,300000
10112,Toni Gorupec,29,300000
10113,Toni Kroos,33,1800000000
10114,Toni Lato,25,250000000
10115,Toni Leistner,32,700000
10116,Toni Martínez,25,700000000
10117,Toni Tasev,29,400000
10118,Toni Villa,28,250000000
10119,Tonio Teklic,23,100000000
10120,Tonislav Yordanov,24,450000
10121,Tonni Adamsen,28,400000
10122,Tonny Vilhena,28,340000000
10123,Tony Gallacher,23,350000
10124,Tony Jantschke,33,800000
10125,Tony Njiké,25,650000
10126,Tony Watt,29,650000
10127,Tor Erik Larsen,24,50000
10128,Torben Rhein,20,600000
10129,Torbjörn Heggem,24,250000
10130,Tore André Söras,24,200000
10131,Torgeir Börven,31,350000
10132,Tormena,27,400000000
10133,Tornike Gaprindashvili,25,300000
10134,Tosin Adarabioyo,25,1500000000
10135,Tosin Kehinde,24,100000000
10136,Toti,24,250000000
10137,Trace Akino Murray,30,100000
10138,Trent Alexander-Arnold,24,6500000000
10139,Trevoh Chalobah,23,2200000000
10140,Trevor Carson,35,350000
10141,Triantafyllos Pasalidis,26,500000
10142,Triantafyllos Tsapras,21,400000
10143,Trincão,23,1500000000
10144,Troy Engseth Nyhammer,16,50000
10145,Tsiy William Ndenge,25,900000
10146,Tsunami,27,100000000
10147,Tsuyoshi Watanabe,26,100000000
10148,Tsvetomir Panov,33,200000
10149,Tudor Baluta,24,200000000
10150,Tudor Lucaci,19,25000
10151,Tunahan Tasci,20,50000
10152,Tunay Torun,32,150000
10153,Turgay Gemicibasi,26,550000
10154,Turpal-Ali Ibishev,21,125000
10155,Tuta,23,1500000000
10156,Tuur Dierckx,27,700000
10157,Tvrtko Buljan,21,50000
10158,Tyler Adams,24,2000000000
10159,Tyler Ryan Dodd,19,0
10160,Tymoteusz Puchacz,24,150000000
10161,Tymur Korablin,21,150000
10162,Tymur Stetskov,25,300000
10163,Tyreek Magee,23,250000
10164,Tyrell Malacia,23,2200000000
10165,Tyrese Francois,22,500000
10166,Tyrick Mitchell,23,2800000000
10167,Tyrone Mings,30,2500000000
10168,Tyronne Ebuehi,27,200000000
10169,Téji Savanier,31,1200000000
10170,Uba Charles,20,200000
10171,Ubong Ekpai,27,400000
10172,Uche Ikpeazu,28,700000
10173,Uerdi Mara,24,200000
10174,Ufuk Akyol,25,950000
10175,Ugur Ciftci,30,250000000
10176,Ugurcan Cakir,27,1300000000
10177,Ugurcan Yazgili,24,600000
10178,Uilton,30,600000
10179,Ukra,35,100000
10180,Ulisses Garcia,27,200000000
10181,Ulrich Meleke,23,800000
10182,Ulrick Eneme-Ella,21,250000
10183,Ulrik Fredriksen,23,300000
10184,Ulrik Mathisen,24,250000
10185,Ulrik Saltnes,30,100000000
10186,Ulrik Yttergard Jenssen,26,450000
10187,Umar Sadiq,26,1800000000
10188,Umeh Emmanuel,18,100000
10189,Umut Bozok,26,450000000
10190,Umut Günes,23,280000000
10191,Umut Meras,27,140000000
10192,Umut Nayir,29,100000000
10193,Umut Tohumcu,18,100000000
10194,Unai García,31,250000000
10195,Unai López,27,400000000
10196,Unai Naveira,21,50000
10197,Unai Núñez,26,600000000
10198,Unai Simón,25,2500000000
10199,Unai Vencedor,22,1400000000
10200,Uran Bislimi,23,400000
10201,Uri Busquets,24,500000
10202,Uros Djuranovic,29,300000
10203,Uros Drezgic,20,800000
10204,Uros Kabic,19,600000
10205,Uros Kitanovic,19,50000
10206,Uros Lazic,20,200000
10207,Uros Ljubomirac,33,150000
10208,Uros Miladinovic,18,100000
10209,Uros Nikolic,29,400000
10210,Uros Radakovic,29,130000000
10211,Uros Spajic,30,200000000
10212,Uros Sremcevic,16,100000
10213,Uros Stojanovic,27,300000
10214,Uros Vidovic,28,50000
10215,Uros Vitas,30,400000
10216,Uroš Račić,25,650000000
10217,Utku Yuvakuran,25,75000
10218,Vaclav Cerny,25,400000000
10219,Vaclav Drchal,23,500000
10220,Vaclav Jemelka,27,200000000
10221,Vaclav Jurecka,28,100000000
10222,Vaclav Pilar,34,400000
10223,Vaclav Prochazka,38,50000
10224,Vaclav Sejk,20,400000
10225,Vadim Karpov,20,250000
10226,Vadim Rakov,18,300000
10227,Vadim Rata,29,110000000
10228,Vadis Odjidja-Ofoe,34,100000000
10229,Vadym Milko,36,100000
10230,Vadym Sologub,19,10000
10231,Vadym Vitenchuk,26,300000
10232,Vadym Yushchyshyn,23,50000
10233,Vagner,27,750000
10234,Vahan Bichakhchyan,23,100000000
10235,Vahid Zimonjic,22,150000
10236,Vakhtang Chanturishvili,29,250000
10237,Vakoun Bayo,26,400000000
10238,Val Soares,26,450000
10239,Valdemar Andreasen,18,250000
10240,Valdemar Lund,19,600000
10241,Valentin Antov,22,800000
10242,Valentin Atangana Edoa,17,150000
10243,Valentin Buhacianu,29,200000
10244,Valentin Cojocaru,27,900000
10245,Valentin Cosereanu,31,100000
10246,Valentin Costache,24,100000000
10247,Valentin Cretu,34,400000
10248,Valentin Eysseric,31,150000000
10249,Valentin Gendrey,22,400000000
10250,Valentin Gheorghe,26,650000
10251,Valentin Guillaume,21,250000
10252,Valentin Roberge,35,300000
10253,Valentin Rongier,28,1800000000
10254,Valentin Rosier,26,650000000
10255,Valentin Sima,25,25000
10256,Valentin Ticu,22,800000
10257,Valentin Yoskov,24,200000
10258,Valentine Ozornwafor,23,400000
10259,Valentino Lazaro,27,650000000
10260,Valentino Majstorovic,27,700000
10261,Valentino Müller,24,500000
10262,Valentyn Gorokh,22,100000
10263,Valentyn Rubchynskyi,21,800000
10264,Valentín Carboni,18,400000000
10265,Valerica Gaman,34,300000
10266,Valeriy Bondar,24,500000000
10267,Valeriy Bondarenko,29,500000
10268,Valeriy Kucherov,29,500000
10269,Valeriy Luchkevych,27,500000
10270,Valeriy Rogozynskyi,27,200000
10271,Valeriy Yurchuk,33,300000
10272,Valery Fernández,23,150000000
10273,Valgeir Lunddal Fridriksson,21,900000
10274,Valmir Veliu,22,600000
10275,Valon Ethemi,25,180000000
10276,Valère Germain,32,200000000
10277,Vanderson,21,1800000000
10278,Vangelis Kontogiannis,21,50000
10279,Vangelis Kyriakou,29,350000
10280,Vangelis Nikolaou,18,0
10281,Vangelis Pavlidis,24,1200000000
10282,Vanja Drkusic,23,300000000
10283,Vanja Ilic,24,200000
10284,Vanja Milinković-Savić,26,350000000
10285,Vaná Alves,31,450000
10286,Vasco Fernandes,36,100000
10287,Vasco Lopes,23,225000
10288,Vasco Sousa,19,100000
10289,Vasil Kusej,22,275000
10290,Vasil Panayotov,32,400000
10291,Vasil Simeonov,25,150000
10292,Vasil Vasilev,17,0
10293,Vasilije Bakic,22,400000
10294,Vasilije Djuric,24,300000
10295,Vasilije Mijailovic,21,0
10296,Vasilios Athanasiou,23,150000
10297,Vasilios Barkas,28,300000000
10298,Vasilios Chatziemmanouil,23,200000
10299,Vasilios Kontonikos,17,50000
10300,Vasilios Lampropoulos,33,500000
10301,Vasilios Mantzis,31,500000
10302,Vasilios Papafotis,27,500000
10303,Vasilios Poghosyan,24,150000
10304,Vasilios Sifakis,21,50000
10305,Vasilios Soulis,28,200000
10306,Vasilios Sourlis,20,500000
10307,Vasilios Xenopoulos,24,200000
10308,Vasilis Dimosthenous,23,200000
10309,Vasiliy Cherov,27,500000
10310,Vaso Vasic,32,200000
10311,Vasyl Kravets,25,100000000
10312,Vasyl Kurko,27,200000
10313,Vasyl Lytvynenko,31,50000
10314,Vasyl Runich,23,200000
10315,Vebjörn Hoff,27,700000
10316,Vedad Radonja,21,250000
10317,Vedat Karakus,25,50000
10318,Vedat Muriqi,28,1500000000
10319,Vedran Jugovic,33,100000
10320,Vefa Temel,20,75000
10321,Vegar Hedenstad,31,500000
10322,Vegard Erlien,25,350000
10323,Vegard Kongsro,24,400000
10324,Vegard Solheim,18,150000
10325,Veldin Hodza,20,100000000
10326,Velislav Boev,19,100000
10327,Velislav Vasilev,21,400000
